##### Intel Schematic Connectivity Format DG-2012.100
BEGIN_COMPPROPS
###### RefDes:partName,partNumber,noMount,tolerance,value,maxV[voltage],powerDiss[wattage],maxP[wattage],elec_type,enetNonSeries,componentKind,power_supply,compComment
V2((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::))
V3((B:3:::),(C:2:::),(E:1:::))
V4((B:3:::),(C:2:::),(E:1:::))
V1100((A:1:::),(K:2:::))
V1101((A:1:::),(K:2:::))
V1102((A:1:::),(K:2:::))
V1103((A:1:::),(K:2:::))
V1104((A:1:::),(K:2:::))
V1105((A:1:::),(K:2:::))
V1106((A:1:::),(K:2:::))
V1107((A:1:::),(K:2:::))
V1108((A:1:::),(K:2:::))
V1109((A:1:::),(K:2:::))
V1110((A:1:::),(K:2:::))
V1111((A:1:::),(K:2:::))
V1112((A:1:::),(K:2:::))
V1113((A:1:::),(K:2:::))
V1114((A:1:::),(K:2:::))
V1115((A:1:::),(K:2:::))
V1116((A:1:::),(K:2:::))
X1((1:11:::),(2:10:::),(3:9:::),(4:7:::),(5:6:::),(6:8:::),(7:13:::),(8:12:::),(C:5:::),(S1:1:::),(S2:2:::),(S3:3:::),(S4:4:::))
X3((1:5:::),(2:4:::),(3:3:::),(4:2:::),(S:1:::))
X10((1:1:::),(2:2:::),(3:3:::),(4:4:::))
X12((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(S:9:::))
X13((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(S:9:::))
X20((1:11:::),(2:10:::),(3:9:::),(4:8:::),(5:12:::),(6:3:::),(7:7:::),(8:6:::),(9:5:::),(10:4:::),(S:2:::),(S1:1:::))
X21((1:11:::),(2:10:::),(3:9:::),(4:8:::),(5:12:::),(6:3:::),(7:7:::),(8:6:::),(9:5:::),(10:4:::),(S:2:::),(S1:1:::))
X28((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::))
X30((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::))
X31((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::))
X50((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::))
X56((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::))
X60((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::),(S:11:::))
X61((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::),(S:11:::))
X200((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::))
X201((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::))
X515((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::),(11:11:::),(12:12:::),(13:13:::),(14:14:::),(15:15:::),(16:16:::),(17:17:::),(18:18:::),(19:19:::),(20:20:::))
Z1((1:1:::),(2:2:::))
Z2((1:1:::),(2:2:::))
Z3((1:1:::),(2:2:::))
Z4((1:1:::),(2:2:::))
Z5((1:1:::),(2:2:::))
Z6((1:1:::),(2:2:::))
Z7((1:1:::),(2:2:::))
Z8((1:1:::),(2:2:::))
Z9((1:1:::),(2:2:::))
Z10((1:1:::),(2:2:::))
Z11((1:1:::),(2:2:::))
Z13((1:2::B:),(2:3::B:),(3:4::A:),(4:1::A:))
Z14((1:2::B:),(2:3::B:),(3:4::A:),(4:1::A:))
Z15((1:2::B:),(2:3::B:),(3:4::A:),(4:1::A:))
Z16((1:2::B:),(2:3::B:),(3:4::A:),(4:1::A:))
Z17((1:1:::),(2:2:::))
Z500((1:1:::),(2:2:::))
END_COMPPINS
BEGIN_E-NETS
###### E-NetName:NetName-1,NetName-2,..,NetName-N
AGND:AGND
CLK_test:CLK_test
CS[0]:CS[0]
CS[10]:CS[10]
CS[11]:CS[11]
CS[12]:CS[12]
CS[13]:CS[13]
CS[14]:CS[14]
CS[15]:CS[15]
CS[16]:CS[16]
CS[17]:CS[17]
CS[1]:CS[1]
CS[2]:CS[2]
CS[3]:CS[3]
CS[4]:CS[4]
CS[5]:CS[5]
CS[6]:CS[6]
CS[7]:CS[7]
CS[8]:CS[8]
CS[9]:CS[9]
CUPHY_MODE:CUPHY_MODE
C_OUT4_P3V3:C_OUT4_P3V3,KT_OUT4_P3V3
DBRQ:DBRQ
DB[0]:DB[0]
DB[1]:DB[1]
DB[2]:DB[2]
DB[3]:DB[3]
DB[4]:DB[4]
DB[5]:DB[5]
DB[6]:DB[6]
DB[7]:DB[7]
DRAM_CA_[0]:DRAM_CA_[0]
DRAM_CA_[1]:DRAM_CA_[1]
DRAM_CA_[2]:DRAM_CA_[2]
DRAM_CA_[3]:DRAM_CA_[3]
DRAM_CA_[4]:DRAM_CA_[4]
DRAM_CA_[5]:DRAM_CA_[5]
DRAM_CKE0:DRAM_CKE0
DRAM_CKE1:DRAM_CKE1
DRAM_CK_C:DRAM_CK_C
DRAM_CK_T:DRAM_CK_T
DRAM_CS0:DRAM_CS0
DRAM_CS1:DRAM_CS1
DRAM_DATA_[0]:DRAM_DATA_[0]
DRAM_DATA_[10]:DRAM_DATA_[10]
DRAM_DATA_[11]:DRAM_DATA_[11]
DRAM_DATA_[12]:DRAM_DATA_[12]
DRAM_DATA_[13]:DRAM_DATA_[13]
DRAM_DATA_[14]:DRAM_DATA_[14]
DRAM_DATA_[15]:DRAM_DATA_[15]
DRAM_DATA_[1]:DRAM_DATA_[1]
DRAM_DATA_[2]:DRAM_DATA_[2]
DRAM_DATA_[3]:DRAM_DATA_[3]
DRAM_DATA_[4]:DRAM_DATA_[4]
DRAM_DATA_[5]:DRAM_DATA_[5]
DRAM_DATA_[6]:DRAM_DATA_[6]
DRAM_DATA_[7]:DRAM_DATA_[7]
DRAM_DATA_[8]:DRAM_DATA_[8]
DRAM_DATA_[9]:DRAM_DATA_[9]
DRAM_DMI0:DRAM_DMI0
DRAM_DMI1:DRAM_DMI1
DRAM_DQS0_C:DRAM_DQS0_C
DRAM_DQS0_T:DRAM_DQS0_T
DRAM_DQS1_C:DRAM_DQS1_C
DRAM_DQS1_T:DRAM_DQS1_T
DRAM_ZN:DRAM_ZN
DRAM_nRESET:DRAM_nRESET
E2E_CLK:E2E_CLK
EEE:EEE
EE_SIZE:EE_SIZE
FLOW:FLOW
GND:GND
GPIO_MODE0:GPIO_MODE0
GPIO_MODE1:GPIO_MODE1
HW1A:HW1A
HW1B:HW1B
HW1_A:HW1_A,HW1_XA,SIGN01882,SIGN01885,SIGN01892
HW1_B:HW1_B,HW1_XB,SIGN01883,SIGN01886,SIGN01887
HW2A:HW2A
HW2B:HW2B
HW2_A:HW2_A,HW2_XA,SIGN01881,SIGN01888,SIGN01889
HW2_B:HW2_B,HW2_XB,SIGN01884,SIGN01890,SIGN01891
I2C1_SCL:I2C1_SCL
I2C1_SDA:I2C1_SDA
I2C2_SCL:I2C2_SCL
I2C2_SDA:I2C2_SDA
I2C3_SCL:I2C3_SCL
I2C3_SDA:I2C3_SDA
I2C_SCL_SWITCH:I2C_SCL_SWITCH
I2C_SDA_SWITCH:I2C_SDA_SWITCH
JTAG_EN:JTAG_EN
JTAG_TCK:JTAG_TCK,SIGN00211
JTAG_TDI:JTAG_TDI,SIGN00213
JTAG_TDO:JTAG_TDO,SIGN00214
JTAG_TMS:JTAG_TMS,SIGN00212
KEY[10]:KEY[10]
KEY[11]:KEY[11]
KEY[12]:KEY[12]
KEY[13]:KEY[13]
KEY[14]:KEY[14]
KEY[15]:KEY[15]
KEY[16]:KEY[16]
KEY[17]:KEY[17]
KEY[18]:KEY[18]
KEY[19]:KEY[19]
KEY[1]:KEY[1]
KEY[20]:KEY[20]
KEY[21]:KEY[21]
KEY[22]:KEY[22]
KEY[23]:KEY[23]
KEY[24]:KEY[24]
KEY[25]:KEY[25]
KEY[26]:KEY[26]
KEY[27]:KEY[27]
KEY[28]:KEY[28]
KEY[29]:KEY[29]
KEY[2]:KEY[2]
KEY[30]:KEY[30]
KEY[31]:KEY[31]
KEY[32]:KEY[32]
KEY[33]:KEY[33]
KEY[34]:KEY[34]
KEY[35]:KEY[35]
KEY[36]:KEY[36]
KEY[37]:KEY[37]
KEY[38]:KEY[38]
KEY[39]:KEY[39]
KEY[3]:KEY[3]
KEY[40]:KEY[40]
KEY[41]:KEY[41]
KEY[42]:KEY[42]
KEY[43]:KEY[43]
KEY[44]:KEY[44]
KEY[45]:KEY[45]
KEY[46]:KEY[46]
KEY[47]:KEY[47]
KEY[48]:KEY[48]
KEY[49]:KEY[49]
KEY[4]:KEY[4]
KEY[5]:KEY[5]
KEY[6]:KEY[6]
KEY[7]:KEY[7]
KEY[8]:KEY[8]
KEY[9]:KEY[9]
KT1_IN:KT1_IN,KT_IN[1]
KT1_OUT:KT1_OUT
KT2_IN:KT2_IN,KT_IN[2]
KT2_OUT:KT2_OUT
KT3_IN:KT3_IN,KT_IN[3]
KT3_OUT:KT3_OUT
KT4_IN:KT4_IN,KT_IN[4]
KT4_OUT:KT4_OUT
KT5_IN:KT5_IN,KT_IN[5]
KT5_OUT:KT5_OUT
KT6_IN:KT6_IN,KT_IN[6]
KT6_OUT:KT6_OUT
KT7_IN:KT7_IN,KT_IN[7]
KT7_OUT:KT7_OUT
KT8_IN:KT8_IN,KT_IN[8]
KT8_OUT:KT8_OUT
KT9_IN:KT9_IN,KT_IN[9]
KT_OUT1_P3V3:KT_OUT1_P3V3,SIGN011139
KT_OUT2_P3V3:KT_OUT2_P3V3,SIGN011138
KT_OUT3_P3V3:KT_OUT3_P3V3,SIGN011137
KT_OUT5_P3V3:KT_OUT5_P3V3,SIGN011136
KT_OUT6_P3V3:KT_OUT6_P3V3,SIGN011135
KT_OUT7_P3V3:KT_OUT7_P3V3,SIGN011134
KT_OUT8_P3V3:KT_OUT8_P3V3,SIGN011133
KT_OUT[1]:KT_OUT[1]
KT_OUT[2]:KT_OUT[2]
KT_OUT[3]:KT_OUT[3]
KT_OUT[4]:KT_OUT[4]
KT_OUT[5]:KT_OUT[5]
KT_OUT[6]:KT_OUT[6]
KT_OUT[7]:KT_OUT[7]
KT_OUT[8]:KT_OUT[8]
LAN0_LED_0/SD_MODE1:LAN0_LED_0/SD_MODE1,SIGN01632
LAN0_LED_1/XMII_MODE0:LAN0_LED_1/XMII_MODE0,SIGN01633
LAN0_MDI0_N:LAN0_MDI0_N
LAN0_MDI0_P:LAN0_MDI0_P
LAN0_MDI1_N:LAN0_MDI1_N
LAN0_MDI1_P:LAN0_MDI1_P
LAN0_MDI2_N:LAN0_MDI2_N
LAN0_MDI2_P:LAN0_MDI2_P
LAN0_MDI3_N:LAN0_MDI3_N
LAN0_MDI3_P:LAN0_MDI3_P
LAN1_LED_0:LAN1_LED_0,SIGN01636
LAN1_LED_1:LAN1_LED_1,SIGN01635
LAN1_MDI0_N:LAN1_MDI0_N
LAN1_MDI0_P:LAN1_MDI0_P
LAN1_MDI1_N:LAN1_MDI1_N
LAN1_MDI1_P:LAN1_MDI1_P
LAN1_MDI2_N:LAN1_MDI2_N
LAN1_MDI2_P:LAN1_MDI2_P
LAN1_MDI3_N:LAN1_MDI3_N
LAN1_MDI3_P:LAN1_MDI3_P
LED_MODE:LED_MODE
LOOP_EN:LOOP_EN
MIIM0_MDC/MG1:MIIM0_MDC/MG1
MIIMO_MDIO:MIIMO_MDIO
M_DIP_SW[0]:M_DIP_SW[0]
M_DIP_SW[1]:M_DIP_SW[1]
M_DIP_SW[2]:M_DIP_SW[2]
M_DIP_SW[3]:M_DIP_SW[3]
M_DIP_SW[4]:M_DIP_SW[4]
M_DIP_SW[5]:M_DIP_SW[5]
M_DIP_SW[6]:M_DIP_SW[6]
M_DIP_SW[7]:M_DIP_SW[7]
M_DIP_SW[8]:M_DIP_SW[8]
M_DIP_SW[9]:M_DIP_SW[9]
M_HW1A:M_HW1A
M_HW1B:M_HW1B
M_HW2A:M_HW2A
M_HW2B:M_HW2B
NEXTO_RESET:NEXTO_RESET,NEXTO_RESET0,SIGN01266
NEXTO_RST:NEXTO_RST
NEXTO_SPI_MISO[0]:NEXTO_SPI_MISO[0],SIGN01259
NEXTO_SPI_MISO[1]:NEXTO_SPI_MISO[1],SIGN01255
NEXTO_SPI_MOSI[0]:NEXTO_SPI_MOSI[0],SIGN01261
NEXTO_SPI_MOSI[1]:NEXTO_SPI_MOSI[1],SIGN01256
NEXTO_SPI_SCK[0]:NEXTO_SPI_SCK[0],SIGN01258
NEXTO_SPI_SCK[1]:NEXTO_SPI_SCK[1],SIGN01254
NEXTO_SPI_SCN[0]:NEXTO_SPI_SCN[0],SIGN01260
NEXTO_SPI_SCN[1]:NEXTO_SPI_SCN[1],SIGN01257
NVCCIO_SD2:NVCCIO_SD2
NVCC_BBSM_P1V8:NVCC_BBSM_P1V8
OC_F_HW:OC_F_HW
OC_F_NEXTO_0:OC_F_NEXTO_0
OC_F_NEXTO_1:OC_F_NEXTO_1
OC_F_OV:OC_F_OV
OC_USB_X12:OC_USB_X12
OC_USB_X13:OC_USB_X13
ONOFF:ONOFF
OV0_[0]:OV0_[0],OV_AD8
OV0_[1]:OV0_[1],OV_AD2
OV0_[2]:OV0_[2],OV_AD16
OV0_[3]:OV0_[3],OV_AD4
OV0_[4]:OV0_[4],OV_AD1
OV1_[0]:OV1_[0],OV_VS8
OV1_[1]:OV1_[1],OV_VS2
OV1_[2]:OV1_[2],OV_VS16
OV1_[3]:OV1_[3],OV_VS4
OV1_[4]:OV1_[4],OV_VS1
P5:P5
P1V8:P1V8
P1V15:P1V15
P3V3:P3V3
P5_HW:P5_HW
P5_NO_0:P5_NO_0
P5_NO_1:P5_NO_1
P5_OV:P5_OV
P5_USB:P5_USB
P5_USB_X12:P5_USB_X12
P5_USB_X13:P5_USB_X13
PG_P5:PG_P5
PMIC_32K_OUT:PMIC_32K_OUT,SIGN0021
PMIC_INT:PMIC_INT
PMIC_ON_REQ:PMIC_ON_REQ,SIGN0028
PMIC_RST:PMIC_RST
PMIC_STBY_REQ:PMIC_STBY_REQ,SIGN0029
PMIC_WDOG:PMIC_WDOG
POR_B:POR_B,SIGN0027
PWRON1:PWRON1
PWRON3:PWRON3
P_ON_1:P_ON_1
P_ON_3:P_ON_3
QSPI_CLK:QSPI_CLK,SIGN0031
QSPI_CS:QSPI_CS
QSPI_D[0]:QSPI_D[0]
QSPI_D[1]:QSPI_D[1]
QSPI_D[2]:QSPI_D[2]
QSPI_D[3]:QSPI_D[3]
RGMII_RX_CTL:RGMII_RX_CTL
RGMII_RX_D0:RGMII_RX_D0
RGMII_RX_D1:RGMII_RX_D1
RGMII_RX_D2:RGMII_RX_D2
RGMII_RX_D3:RGMII_RX_D3
RGMII_RX_REFCLK:RGMII_RX_REFCLK
RGMII_TX_CTL/SD_125:RGMII_TX_CTL/SD_125
RGMII_TX_D0/BM0:RGMII_TX_D0/BM0
RGMII_TX_D1/BM1:RGMII_TX_D1/BM1
RGMII_TX_D2/BM2:RGMII_TX_D2/BM2
RGMII_TX_D3/MG0:RGMII_TX_D3/MG0
RGMII_TX_REFCLK/SGPIO:RGMII_TX_REFCLK/SGPIO
SD2_CLK:SD2_CLK,SIGN01518
SD2_CMD:SD2_CMD,SIGN01513
SD2_DAT0:SD2_DAT0,SIGN01517
SD2_DAT1:SD2_DAT1,SIGN01514
SD2_DAT2:SD2_DAT2,SIGN01516
SD2_DAT3:SD2_DAT3,SIGN01519
SD2_RESET_B:SD2_RESET_B
SD2_VSEL:SD2_VSEL
SD2_nCD:SD2_nCD,SIGN01515
SD_MODE0:SD_MODE0
SFP_EN:SFP_EN
SIGN0023:SIGN0023
SIGN0024:SIGN0024
SIGN0025:SIGN0025,SIGN0026
SIGN0059:SIGN0059,SIGN00510
SIGN0061:SIGN0061,SIGN0062
SIGN0096:SIGN0096
SIGN0097:SIGN0097
SIGN0139:SIGN0139
SIGN0141:SIGN0141
SIGN0142:SIGN0142
SIGN0143:SIGN0143
SIGN0144:SIGN0144
SIGN0145:SIGN0145
SIGN0205:SIGN0205,SIGN0206
SIGN0232:SIGN0232
SIGN0233:SIGN0233
SIGN0234:SIGN0234
SIGN0235:SIGN0235
SIGN00511:SIGN00511,SIGN00512
SIGN01264:SIGN01264
SIGN01265:SIGN01265
SIGN01310:SIGN01310
SIGN01311:SIGN01311
SIGN01520:SIGN01520
SIGN01631:SIGN01631
SIGN01634:SIGN01634
SIGN01747:SIGN01747
SIGN01748:SIGN01748
SIGN01749:SIGN01749
SIGN01750:SIGN01750
SIGN01751:SIGN01751
SIGN01752:SIGN01752
SIGN01753:SIGN01753
SIGN01754:SIGN01754
SIGN01755:SIGN01755
SIGN01893:SIGN01893
SIGN01961:SIGN01961,SIGN01969
SIGN01962:SIGN01962,SIGN01968
SIGN01963:SIGN01963
SIGN01964:SIGN01964
SIGN01965:SIGN01965
SIGN01966:SIGN01966
SIGN01967:SIGN01967
SIGN01970:SIGN01970
SIGN01971:SIGN01971
SIGN02551:SIGN02551
SIGN02552:SIGN02552
SIGN02553:SIGN02553
SIGN02554:SIGN02554
SIGN02555:SIGN02555
SIGN02556:SIGN02556,SIGN02557
SIGN011108:SIGN011108
SIGN011109:SIGN011109
SIGN011110:SIGN011110
SIGN011111:SIGN011111
SIGN011112:SIGN011112
SIGN011113:SIGN011113
SIGN011114:SIGN011114
SIGN011115:SIGN011115
SIGN011132:SIGN011132
SNVS_P0V8:SNVS_P0V8
SPI1_MISO:SPI1_MISO
SPI1_MOSI:SPI1_MOSI
SPI1_SCK:SPI1_SCK
SPI1_SCN0:SIGN01268,SPI1_SCN0
SPI1_SCN1:SIGN01267,SPI1_SCN1
SPI3_CS:SPI3_CS
SPI3_MISO:SPI3_MISO
SPI3_MOSI:SPI3_MOSI
SPI3_SCLK:SPI3_SCLK
SPI_CLK_PROG:SPI_CLK_PROG
SPI_MISO_PROG:SPI_MISO_PROG
SPI_MOSI_PROG:SPI_MOSI_PROG
SPI_XCS_PROG:SPI_XCS_PROG
SW[0]:SW[0]
SW[10]:SW[10]
SW[1]:SW[1]
SW[2]:SW[2]
SW[3]:SW[3]
SW[4]:SW[4]
SW[5]:SW[5]
SW[6]:SW[6]
SW[7]:SW[7]
SW[8]:SW[8]
SW[9]:SW[9]
SW_RESET:SW_RESET
UART1_RXD:UART1_RXD
UART1_RXD_DBG:UART1_RXD_DBG
UART1_TXD:UART1_TXD
UART1_TXD_DBG:UART1_TXD_DBG
UART2_RXD:UART2_RXD
UART2_RXD_DBG:UART2_RXD_DBG
UART2_TXD:UART2_TXD
UART2_TXD_DBG:UART2_TXD_DBG
USB1_DN:USB1_DN
USB1_DP:USB1_DP
USB1_ID:USB1_ID
USB1_OC:USB1_OC
USB1_PWR:USB1_PWR
USB1_VBUS:SIGN00513,USB1_VBUS
USB2_DN:USB2_DN
USB2_DP:USB2_DP
USB2_ID:USB2_ID
USB2_OC:USB2_OC
USB2_PWR:USB2_PWR
USB2_VBUS:SIGN00514,USB2_VBUS
USB_HUB_DN1:USB_HUB_DN1,USB_HUB_DN1_OUT
USB_HUB_DN2:USB_HUB_DN2,USB_HUB_DN2_OUT
USB_HUB_DN3:USB_HUB_DN3,USB_HUB_DN3_OUT
USB_HUB_DN4:USB_HUB_DN4,USB_HUB_DN4_OUT
USB_HUB_DP1:USB_HUB_DP1,USB_HUB_DP1_OUT
USB_HUB_DP2:USB_HUB_DP2,USB_HUB_DP2_OUT
USB_HUB_DP3:USB_HUB_DP3,USB_HUB_DP3_OUT
USB_HUB_DP4:USB_HUB_DP4,USB_HUB_DP4_OUT
VDD2:VDD2
VDD2_DDR:VDD2_DDR
VDDAH_PHY:VDDAH_PHY
VDDAH_SRDS:VDDAH_SRDS
VDDAL_PHY:VDDAL_PHY
VDDAL_PLL:VDDAL_PLL
VDDAL_SRDS:VDDAL_SRDS
VDDIO_A:VDDIO_A
VDDIO_A_D:VDDIO_A_D
VDDIO_P1V8:VDDIO_P1V8
VDDQ:VDDQ
VDD_ANA_P0V8:VDD_ANA_P0V8
VDD_ANA_P1V8:VDD_ANA_P1V8
VDD_SD2:VDD_SD2
VDD_SOC_P0V85:VDD_SOC_P0V85
VSYNC:VSYNC
XCS_IN0:XCS_IN0
XCS_IN1:XCS_IN1
XCS_IN2:XCS_IN2
XCS_IN3:XCS_IN3
XCS_IN4:XCS_IN4
XCS_IN5:XCS_IN5
XCS_IN6:XCS_IN6
XCS_IN7:XCS_IN7
XCS_IN8:XCS_IN8
XCS_IN9:XCS_IN9
XHUB_RST:XHUB_RST
XMII_MODE1:XMII_MODE1
XPROG_EXT:XPROG_EXT
XRST_JTAG:SIGN00210,XRST_JTAG
END_E-NETS
BEGIN_BUSES
###### NetName-1,NetLabel-2,...,NetName-N
CS
CS
CS
CS
CS
CS
CS[0],CS[10],CS[11],CS[12],CS[13],CS[14],CS[15],CS[16],CS[17],CS[1],CS[2],CS[3],CS[4],CS[5],CS[6],CS[7],CS[8],CS[9]
CS[0],CS[10],CS[11],CS[12],CS[13],CS[14],CS[15],CS[16],CS[17],CS[1],CS[2],CS[3],CS[4],CS[5],CS[6],CS[7],CS[8],CS[9]
CS[0],CS[10],CS[11],CS[12],CS[13],CS[14],CS[15],CS[16],CS[17],CS[1],CS[2],CS[3],CS[4],CS[5],CS[6],CS[7],CS[8],CS[9]
CS[0],CS[10],CS[11],CS[12],CS[13],CS[14],CS[15],CS[16],CS[17],CS[1],CS[2],CS[3],CS[4],CS[5],CS[6],CS[7],CS[8],CS[9]
DB[0],DB[1],DB[2],DB[3],DB[4],DB[5],DB[6],DB[7]
DB[0],DB[1],DB[2],DB[3],DB[4],DB[5],DB[6],DB[7]
DB[0],DB[1],DB[2],DB[3],DB[4],DB[5],DB[6],DB[7]
KEY[10],KEY[11],KEY[12],KEY[13],KEY[14],KEY[15],KEY[16],KEY[1],KEY[2],KEY[3],KEY[4],KEY[5],KEY[6],KEY[7],KEY[8],KEY[9]
KEY[17],KEY[18],KEY[19],KEY[20],KEY[21],KEY[22],KEY[23],KEY[24],KEY[25],KEY[26],KEY[27],KEY[28],KEY[29],KEY[30],KEY[31],KEY[32]
KEY[33],KEY[34],KEY[35],KEY[36],KEY[37],KEY[38],KEY[39],KEY[40],KEY[41],KEY[42],KEY[43],KEY[44],KEY[45],KEY[46],KEY[47],KEY[48]
KT_IN[1],KT_IN[2],KT_IN[3],KT_IN[4],KT_IN[5],KT_IN[6],KT_IN[7],KT_IN[8],KT_IN[9]
KT_IN[1],KT_IN[2],KT_IN[3],KT_IN[4],KT_IN[5],KT_IN[6],KT_IN[7],KT_IN[8],KT_IN[9]
OV0_[0],OV0_[1],OV0_[2],OV0_[3],OV0_[4]
OV0_[0],OV0_[1],OV0_[2],OV0_[3],OV0_[4]
OV0_[0],OV0_[1],OV0_[2],OV0_[3],OV0_[4]
OV1_[0],OV1_[1],OV1_[2],OV1_[3],OV1_[4]
OV1_[0],OV1_[1],OV1_[2],OV1_[3],OV1_[4]
OV1_[0],OV1_[1],OV1_[2],OV1_[3],OV1_[4]
SW[0],SW[10],SW[1],SW[2],SW[3],SW[4],SW[5],SW[6],SW[7],SW[8],SW[9]
END_BUSES
BEGIN_NETS
###### NetName:RefDes(pinNumber:pinLabel),RefDes(pinNumber:pinLabel),...,RefDes(pinNumber:pinLabel);
CLK_test:D1(AA2:15),P11(1:1);
CS:;
CS[0]:D700(1:20),H601(4:2),H607(4:2),H613(4:2),H619(4:2),H625(4:2),H631(4:2),H637(4:2),H643(4:2),H649(4:2);
CS[10]:D700(23:30),H604(3:3),H610(3:3),H616(3:3),H622(3:3),H628(3:3),H634(3:3),H640(3:3),H646(3:3);
CS[11]:D700(24:31),H604(2:4),H610(2:4),H616(2:4),H622(2:4),H628(2:4),H634(2:4),H640(2:4),H646(2:4);
CS[12]:D700(25:32),H605(4:2),H611(4:2),H617(4:2),H623(4:2),H629(4:2),H635(4:2),H641(4:2),H647(4:2);
CS[13]:D700(26:33),H605(3:3),H611(3:3),H617(3:3),H623(3:3),H629(3:3),H635(3:3),H641(3:3),H647(3:3);
CS[14]:D700(27:34),H605(2:4),H611(2:4),H617(2:4),H623(2:4),H629(2:4),H635(2:4),H641(2:4),H647(2:4);
CS[15]:D700(28:35),H606(4:2),H612(4:2),H618(4:2),H624(4:2),H630(4:2),H636(4:2),H642(4:2),H648(4:2);
CS[16]:D700(29:36),H606(3:3),H612(3:3),H618(3:3),H624(3:3),H630(3:3),H636(3:3),H642(3:3),H648(3:3);
CS[17]:D700(30:37),H606(2:4),H612(2:4),H618(2:4),H624(2:4),H630(2:4),H636(2:4),H642(2:4),H648(2:4);
CS[1]:D700(2:21),H601(3:3),H607(3:3),H613(3:3),H619(3:3),H625(3:3),H631(3:3),H637(3:3),H643(3:3),H649(3:3);
CS[2]:D700(3:22),H601(2:4),H607(2:4),H613(2:4),H619(2:4),H625(2:4),H631(2:4),H637(2:4),H643(2:4),H649(2:4);
CS[3]:D700(4:23),H602(4:2),H608(4:2),H614(4:2),H620(4:2),H626(4:2),H632(4:2),H638(4:2),H644(4:2);
CS[4]:D700(5:24),H602(3:3),H608(3:3),H614(3:3),H620(3:3),H626(3:3),H632(3:3),H638(3:3),H644(3:3);
CS[5]:D700(6:25),H602(2:4),H608(2:4),H614(2:4),H620(2:4),H626(2:4),H632(2:4),H638(2:4),H644(2:4);
CS[6]:D700(7:26),H603(4:2),H609(4:2),H615(4:2),H621(4:2),H627(4:2),H633(4:2),H639(4:2),H645(4:2);
CS[7]:D700(8:27),H603(3:3),H609(3:3),H615(3:3),H621(3:3),H627(3:3),H633(3:3),H639(3:3),H645(3:3);
CS[8]:D700(9:28),H603(2:4),H609(2:4),H615(2:4),H621(2:4),H627(2:4),H633(2:4),H639(2:4),H645(2:4);
CS[9]:D700(22:29),H604(4:2),H610(4:2),H616(4:2),H622(4:2),H628(4:2),H634(4:2),H640(4:2),H646(4:2);
CUPHY_MODE:D1403(82:65),R1433(2:2),R1448(1:1);
C_OUT4_P3V3:N1100(17:5),R1111(2:2),R1116(1:1);
DBRQ:R98(1:1),X28(6:6);
DB[0]:D1(K20:43),D1601(18:11),D1602(18:11),D1603(18:11),D1604(18:11),D1605(18:11),D1606(18:11),D1607(18:11),D1608(18:11),D1609(18:11);
DB[1]:D1(K21:44),D1601(16:12),D1602(16:12),D1603(16:12),D1604(16:12),D1605(16:12),D1606(16:12),D1607(16:12),D1608(16:12),D1609(16:12);
DB[2]:D1(L20:47),D1601(14:13),D1602(14:13),D1603(14:13),D1604(14:13),D1605(14:13),D1606(14:13),D1607(14:13),D1608(14:13),D1609(14:13);
DB[3]:D1(N20:53),D1601(12:14),D1602(12:14),D1603(12:14),D1604(12:14),D1605(12:14),D1606(12:14),D1607(12:14),D1608(12:14),D1609(12:14);
DB[4]:D1(N21:54),D1601(9:15),D1602(9:15),D1603(9:15),D1604(9:15),D1605(9:15),D1606(9:15),D1607(9:15),D1608(9:15),D1609(9:15);
